month,location,class,variety,grade description,units,transmode,bid_low,bid_high,pricing point,delivery period
2016-09-01,"Western Nebraska, NE",ALFALFA,,UTILITY,Ton,Truck,70,70,FOB,Cash
2016-09-01,"Southwestern South Dakota, SD",ALFALFA,,FAIR,Ton,Truck,105,105,FOB,Cash
2016-09-01,"Southwestern South Dakota, SD",ALFALFA,,GOOD,Ton,Truck,130,150,FOB,Cash
2016-09-01,"Southwestern South Dakota, SD",ALFALFA,,PREMIUM,Ton,Truck,155,157,FOB,Cash
2016-09-01,"North, Central and East Texas, TX",ALFALFA,,GOOD,Large Square Bales,Truck,140,180,Delivered,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,180,195,Delivered,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,180,195,Delivered,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,FAIR,Small Square,Truck,5,6,FOB,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,FAIR,Small Square Bales,Truck,165,198,FOB,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,GOOD,Small Square Bales,Truck,231,297,FOB,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Round,Truck,40,60,FOB,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,GOOD,Small Square,Truck,7,9,FOB,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Round Bales,Truck,80,120,FOB,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Small Square,Truck,7,9,FOB,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Large Round,Truck,40,60,FOB,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Small Square Bales,Truck,231,297,FOB,30 Day Delivery
2016-09-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Large Round Bales,Truck,80,120,FOB,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,FAIR,Large Square Bales,Truck,115,132.5,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,GOOD,Small Square,Truck,6.35,6.35,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,GOOD,Large Square Bales,Truck,130,143,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,GOOD,Small Square Bales,Truck,209.5,209.5,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,PREMIUM,Small Square,Truck,7.35,7.35,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,145,171,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,242.5,242.5,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,242.5,242.5,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,SUPREME,Small Square,Truck,7.35,7.35,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,145,171,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",GRASS,,GOOD,Large Round,Truck,76,90,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",GRASS,,GOOD,Large Round Bales,Truck,152,180,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",GRASS,,PREMIUM,Large Round Bales,Truck,152,180,Delivered,30 Day Delivery
2016-09-01,"Panhandle, TX",GRASS,,PREMIUM,Large Round,Truck,76,90,Delivered,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,FAIR,Small Square Bales,Truck,165,198,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,FAIR,Large Round,Truck,35,35,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,FAIR,Small Square,Truck,5,6,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,FAIR,Large Round Bales,Truck,70,70,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,GOOD,Small Square Bales,Truck,231,265,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,GOOD,Large Round Bales,Truck,80,120,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,GOOD,Large Round,Truck,40,60,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,GOOD,Small Square,Truck,7,8,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,PREMIUM,Small Square Bales,Truck,231,265,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,PREMIUM,Large Round Bales,Truck,80,120,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,PREMIUM,Small Square,Truck,7,8,FOB,30 Day Delivery
2016-09-01,"South Texas, TX",GRASS,,PREMIUM,Large Round,Truck,40,60,FOB,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,FAIR,Large Square Bales,Truck,100,100,FOB,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square,Truck,7.5,10,Delivered,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,190,195,Delivered,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,170,180,FOB,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,250,330,FOB,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square,Truck,7.5,10,FOB,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,250,330,Delivered,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,250,330,Delivered,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,250,330,FOB,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,170,180,FOB,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square,Truck,7.5,10,FOB,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square,Truck,7.5,10,Delivered,30 Day Delivery
2016-09-01,"West Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,190,195,Delivered,30 Day Delivery
2016-09-01,"Harrisonburg, VA",ALFALFA,,GOOD,Large Square Bales,Truck,45,45,FOB,Cash
2016-09-01,"Harrisonburg, VA",ALFALFA,,PREMIUM,Large Square Bales,Truck,68,68,FOB,Cash
2016-09-01,"High Plains Hay Exchange, WY",ALFALFA,,FAIR,Large Square Bales,Truck,72,96,FOB Stack,30 Day Delivery
2016-09-01,"High Plains Hay Exchange, WY",ALFALFA,,FAIR,Large Round Bales,Truck,91,93,FOB Stack,30 Day Delivery
2016-09-01,"High Plains Hay Exchange, WY",ALFALFA,,GOOD,Large Round Bales,Truck,92,92,FOB Stack,30 Day Delivery
2016-09-01,"High Plains Hay Exchange, WY",ALFALFA,,GOOD,Large Square Bales,Truck,81,96,FOB Stack,30 Day Delivery
2016-09-01,"High Plains Hay Exchange, WY",ALFALFA,,GOOD,Mid Square Bales,Truck,86,96,FOB Stack,30 Day Delivery
2016-09-01,"Wyoming, WY",ALFALFA,,FAIR,Ton,Truck,120,120,Delivered,Cash
2016-09-01,"Wyoming, WY",ALFALFA,,FAIR,Ton,Truck,93.75,102.5,FOB,Cash
2016-09-01,"Wyoming, WY",ALFALFA,,GOOD,Ton,Truck,140,140,Delivered,Cash
2016-09-01,"Wyoming, WY",ALFALFA,,GOOD,Ton,Truck,100,102.5,FOB,Cash
2016-09-01,"Wyoming, WY",ALFALFA,,PREMIUM,Ton,Truck,100,121.2,FOB,Cash
2016-09-01,"Wyoming, WY",ALFALFA,,SUPREME,Ton,Truck,160,160,Delivered,Cash
2016-09-01,"Wyoming, WY",ALFALFA,,UTILITY,Ton,Truck,93,93,FOB,Cash
2016-10-01,"Mountain Area, CO",GRASS,,GOOD,Small Square,Truck,150,150,FOB,30 Day Delivery
2016-10-01,"Mountain Area, CO",GRASS,,GOOD,Large Square Bales,Truck,100,100,FOB,30 Day Delivery
2016-10-01,"Mountain Area, CO",GRASS,,PREMIUM,Large Square Bales,Truck,100,100,FOB,30 Day Delivery
2016-10-01,"Mountain Area, CO",GRASS,,PREMIUM,Small Square,Truck,190,190,FOB,30 Day Delivery
2016-10-01,"Northeast Colorado, CO",ALFALFA,,GOOD,Large Square Bales,Truck,80,80,FOB,30 Day Delivery
2016-10-01,"Northeast Colorado, CO",ALFALFA,,SUPREME,Large Square Bales,Truck,135,137.5,FOB,30 Day Delivery
2016-10-01,"San Luis Valley, CO",ALFALFA,,GOOD,Large Square Bales,Truck,110,110,FOB,30 Day Delivery
2016-10-01,"San Luis Valley, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,131.67,133.33,FOB,30 Day Delivery
2016-10-01,"San Luis Valley, CO",ALFALFA,,SUPREME,Large Square Bales,Truck,143,143,FOB,30 Day Delivery
2016-10-01,"San Luis Valley, CO",GRASS,,PREMIUM,Large Square Bales,Truck,125,125,FOB,30 Day Delivery
2016-10-01,"South Western Colorado, CO",ALFALFA,,GOOD,Large Square Bales,Truck,135,135,FOB,30 Day Delivery
2016-10-01,"South Western Colorado, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,145,145,FOB,30 Day Delivery
2016-10-01,"South Western Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,185,185,FOB,30 Day Delivery
2016-10-01,"Southeast Colorado, CO",ALFALFA,,PREMIUM,Small Square,Truck,173.75,191.25,FOB,30 Day Delivery
2016-10-01,"Southeast Colorado, CO",ALFALFA,,UTILITY,Large Square Bales,Truck,75,75,FOB,30 Day Delivery
2016-10-01,"Southeast Colorado, CO",GRASS,,GOOD,Large Round Bales,Truck,150,150,FOB,30 Day Delivery
2016-10-01,"Southeast Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,185,215,FOB,30 Day Delivery
2016-10-01,"Iowa, IA",ALFALFA,,GOOD,Small Square Bales,Truck,165,165,FOB,Cash
2016-10-01,"Iowa, IA",ALFALFA,,PREMIUM,Large Square Bales,Truck,180,180,FOB,Cash
2016-10-01,"Iowa, IA",ALFALFA,,PREMIUM,Small Square Bales,Truck,200,250,FOB,Cash
2016-10-01,"Iowa, IA",GRASS,,GOOD,Large Square Bales,Truck,60,60,FOB,Cash
2016-10-01,"Iowa, IA",GRASS,,GOOD,Small Square Bales,Truck,150,165,FOB,Cash
2016-10-01,"Iowa, IA",GRASS,,GOOD,Large Round Bales,Truck,55,62.5,FOB,Cash
2016-10-01,"Iowa, IA",GRASS,,PREMIUM,Small Square Bales,Truck,200,200,FOB,Cash
2016-10-01,"Montana Hay, MT",ALFALFA,,FAIR,Ton,Truck,93.75,120,,
2016-10-01,"Montana Hay, MT",ALFALFA,,GOOD,Ton,Truck,105,165,,
2016-10-01,"Montana Hay, MT",ALFALFA,,PREMIUM,Ton,Truck,120,135,,
2016-10-01,"Montana Hay, MT",ALFALFA,,SUPREME,Ton,Truck,170,200,,
2016-10-01,"Montana Hay, MT",ALFALFA,,UTILITY,Ton,Truck,65,85,,
2016-10-01,"Montana Hay, MT",GRASS,,FAIR,Ton,Truck,90,105,,
2016-10-01,"Montana Hay, MT",GRASS,,GOOD,Ton,Truck,110,120,,
2016-10-01,"Montana Hay, MT",GRASS,,PREMIUM,Ton,Truck,120,140,,
2016-10-01,"Nebraska, NE",ALFALFA,,FAIR,Large Square Bales,Truck,80,110,FOB,Cash
2016-10-01,"Nebraska, NE",ALFALFA,,GOOD,Large Round Bales,Truck,63.75,73.75,FOB,Cash
2016-10-01,"Nebraska, NE",ALFALFA,,GOOD,Large Square Bales,Truck,130,160,FOB,Cash
2016-10-01,"Nebraska, NE",ALFALFA,,PREMIUM,Large Square Bales,Truck,170,180,FOB,Cash
2016-10-01,"Nebraska, NE",ALFALFA,,PREMIUM,Small Square Bales,Truck,180,195,FOB,Cash
2016-10-01,"Nebraska, NE",ALFALFA,,PREMIUM,Large Round Bales,Truck,80,90,FOB,Cash
2016-10-01,"Nebraska, NE",GRASS,,GOOD,Large Round Bales,Truck,62.5,75,FOB,Cash
2016-10-01,"Nebraska, NE",GRASS,,GOOD,Large Square Bales,Truck,90,90,FOB,Cash
2016-10-01,"Nebraska, NE",GRASS,,PREMIUM,Small Square Bales,Truck,130,140,FOB,Cash
2016-10-01,"Nebraska, NE",GRASS,,PREMIUM,Large Round Bales,Truck,80,80,FOB,Cash
2016-10-01,"Western Nebraska, NE",ALFALFA,,FAIR,Ton,Truck,80,97.5,FOB,Cash
2016-10-01,"Western Nebraska, NE",ALFALFA,,PREMIUM,Ton,Truck,117.5,125,FOB,Cash
2016-10-01,"Southwestern South Dakota, SD",ALFALFA,,GOOD,Ton,Truck,120,150,FOB,Cash
2016-10-01,"Southwestern South Dakota, SD",ALFALFA,,PREMIUM,Ton,Truck,162.5,162.5,FOB,Cash
2016-10-01,"North, Central and East Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,180,195,Delivered,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,180,195,Delivered,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,FAIR,Small Square Bales,Truck,165,198,FOB,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,FAIR,Small Square,Truck,5,6,FOB,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,GOOD,Small Square,Truck,7,9,FOB,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Round,Truck,40,60,FOB,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,GOOD,Small Square Bales,Truck,231,297,FOB,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Round Bales,Truck,80,120,FOB,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Small Square,Truck,7,9,FOB,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Small Square Bales,Truck,231,297,FOB,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Large Round,Truck,40,60,FOB,30 Day Delivery
2016-10-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Large Round Bales,Truck,80,120,FOB,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,FAIR,Large Square Bales,Truck,113.75,120,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,GOOD,Small Square Bales,Truck,209.5,209.5,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,GOOD,Large Square Bales,Truck,120,138.75,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,GOOD,Small Square,Truck,6.35,6.35,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,140,176.25,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,PREMIUM,Small Square,Truck,7.35,7.35,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,242.5,242.5,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,140,176.25,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,242.5,242.5,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",ALFALFA,,SUPREME,Small Square,Truck,7.35,7.35,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",GRASS,,GOOD,Large Round,Truck,65,90,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",GRASS,,GOOD,Large Round Bales,Truck,130,180,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",GRASS,,PREMIUM,Large Round,Truck,65,90,Delivered,30 Day Delivery
2016-10-01,"Panhandle, TX",GRASS,,PREMIUM,Large Round Bales,Truck,130,180,Delivered,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,FAIR,Small Square Bales,Truck,165,198,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,FAIR,Large Round Bales,Truck,75,75,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,FAIR,Large Round,Truck,35,35,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,FAIR,Small Square,Truck,5,6,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,GOOD,Small Square,Truck,7,8,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,GOOD,Large Round Bales,Truck,80,120,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,GOOD,Large Round,Truck,40,60,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,GOOD,Small Square Bales,Truck,231,265,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,PREMIUM,Large Round,Truck,40,60,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,PREMIUM,Large Round Bales,Truck,80,120,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,PREMIUM,Small Square,Truck,7,8,FOB,30 Day Delivery
2016-10-01,"South Texas, TX",GRASS,,PREMIUM,Small Square Bales,Truck,231,265,FOB,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,FAIR,Large Square Bales,Truck,100,100,FOB,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,250,330,Delivered,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,190,195,Delivered,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,170,177.5,FOB,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square,Truck,7.5,10,Delivered,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square,Truck,7.5,10,FOB,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,250,330,FOB,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,250,330,Delivered,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,250,330,FOB,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,170,177.5,FOB,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square,Truck,7.5,10,FOB,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square,Truck,7.5,10,Delivered,30 Day Delivery
2016-10-01,"West Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,190,195,Delivered,30 Day Delivery
2016-10-01,"Harrisonburg, VA",GRASS,,PREMIUM,Small Square Bales,Truck,5,5,FOB,Cash
2016-10-01,"Wyoming, WY",ALFALFA,,FAIR,Ton,Truck,93.33,93.33,FOB,Cash
2016-10-01,"Wyoming, WY",ALFALFA,,GOOD,Ton,Truck,96.25,108.75,FOB,Cash
2016-10-01,"Wyoming, WY",ALFALFA,,PREMIUM,Ton,Truck,117.25,122.5,FOB,Cash
2016-10-01,"Wyoming, WY",ALFALFA,,SUPREME,Ton,Truck,141,143.75,FOB,Cash
2016-10-01,"Wyoming, WY",ALFALFA,,UTILITY,Ton,Truck,95,95,FOB,Cash
2016-10-01,"Wyoming, WY",GRASS,,FAIR,Ton,Truck,75,75,FOB,Cash
2016-10-01,"Wyoming Video Hay Auction, WY",ALFALFA,,GOOD,Large Square Bales,Truck,90,114,FOB Stack,30 Day Delivery
2016-10-01,"Wyoming Video Hay Auction, WY",ALFALFA,,PREMIUM,Large Square Bales,Truck,134.5,138,FOB Stack,30 Day Delivery
2016-10-01,"Wyoming Video Hay Auction, WY",ALFALFA,,PREMIUM,Mid Square Bales,Truck,139,139,FOB Stack,30 Day Delivery
2016-10-01,"Wyoming Video Hay Auction, WY",ALFALFA,,SUPREME,Large Square Bales,Truck,137.5,150,FOB Stack,30 Day Delivery
2016-10-01,"Wyoming Video Hay Auction, WY",ALFALFA,,SUPREME,Mid Square Bales,Truck,150,150,FOB Stack,30 Day Delivery
2016-11-01,"Mountain Area, CO",ALFALFA,,UTILITY,Large Square Bales,Truck,90,90,FOB,30 Day Delivery
2016-11-01,"Mountain Area, CO",GRASS,,GOOD,Large Square Bales,Truck,105,105,FOB,30 Day Delivery
2016-11-01,"Mountain Area, CO",GRASS,,PREMIUM,Small Square,Truck,190,190,FOB,30 Day Delivery
2016-11-01,"Mountain Area, CO",GRASS,,PREMIUM,Large Square Bales,Truck,115,115,FOB,30 Day Delivery
2016-11-01,"Northeast Colorado, CO",ALFALFA,,GOOD,Large Square Bales,Truck,100,100,FOB,30 Day Delivery
2016-11-01,"San Luis Valley, CO",ALFALFA,,FAIR,Large Square Bales,Truck,87.5,87.5,FOB,30 Day Delivery
2016-11-01,"San Luis Valley, CO",ALFALFA,,GOOD,Large Square Bales,Truck,110,110,FOB,30 Day Delivery
2016-11-01,"San Luis Valley, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,135,135.67,FOB,30 Day Delivery
2016-11-01,"San Luis Valley, CO",ALFALFA,,SUPREME,Large Square Bales,Truck,144,150,FOB,30 Day Delivery
2016-11-01,"San Luis Valley, CO",ALFALFA,,UTILITY,Large Square Bales,Truck,90,90,FOB,30 Day Delivery
2016-11-01,"South Western Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,180,180,FOB,30 Day Delivery
2016-11-01,"Southeast Colorado, CO",ALFALFA,,PREMIUM,Small Square,Truck,160,180,FOB,30 Day Delivery
2016-11-01,"Southeast Colorado, CO",GRASS,,GOOD,Large Round Bales,Truck,150,150,FOB,30 Day Delivery
2016-11-01,"Iowa, IA",ALFALFA,,GOOD,Large Square Bales,Truck,160,180,FOB,Cash
2016-11-01,"Iowa, IA",ALFALFA,,PREMIUM,Small Square Bales,Truck,196.25,266.25,FOB,Cash
2016-11-01,"Iowa, IA",ALFALFA,,PREMIUM,Large Square Bales,Truck,188.33,201.67,FOB,Cash
2016-11-01,"Iowa, IA",ALFALFA,,SUPREME,Small Square Bales,Truck,280,280,FOB,Cash
2016-11-01,"Iowa, IA",GRASS,,GOOD,Large Square Bales,Truck,80,97.5,FOB,Cash
2016-11-01,"Iowa, IA",GRASS,,PREMIUM,Large Square Bales,Truck,145,150,FOB,Cash
2016-11-01,"Iowa, IA",GRASS,,PREMIUM,Small Square Bales,Truck,200,200,FOB,Cash
2016-11-01,"Montana Hay, MT",ALFALFA,,FAIR,Ton,Truck,90,120,,
2016-11-01,"Montana Hay, MT",ALFALFA,,GOOD,Ton,Truck,105,160,,
2016-11-01,"Montana Hay, MT",ALFALFA,,PREMIUM,Ton,Truck,117.5,120,,
2016-11-01,"Montana Hay, MT",ALFALFA,,SUPREME,Ton,Truck,152.5,200,,
2016-11-01,"Montana Hay, MT",ALFALFA,,UTILITY,Ton,Truck,65,80,,
2016-11-01,"Montana Hay, MT",GRASS,,FAIR,Ton,Truck,90,105,,
2016-11-01,"Montana Hay, MT",GRASS,,GOOD,Ton,Truck,110,116.25,,
2016-11-01,"Montana Hay, MT",GRASS,,PREMIUM,Ton,Truck,120,140,,
2016-11-01,"Nebraska, NE",ALFALFA,,GOOD,Large Square Bales,Truck,130,160,FOB,Cash
2016-11-01,"Nebraska, NE",ALFALFA,,GOOD,Large Round Bales,Truck,63.33,78.33,FOB,Cash
2016-11-01,"Nebraska, NE",ALFALFA,,PREMIUM,Large Round Bales,Truck,80,82.5,FOB,Cash
2016-11-01,"Nebraska, NE",ALFALFA,,PREMIUM,Small Square Bales,Truck,180,200,FOB,Cash
2016-11-01,"Nebraska, NE",CORN STOVER/STALKS,LARGE ROUND,FAIR,Large Round Bales,Truck,50,50,FOB,Cash
2016-11-01,"Nebraska, NE",GRASS,,FAIR,Large Round Bales,Truck,45,50,FOB,Cash
2016-11-01,"Nebraska, NE",GRASS,,GOOD,Large Round Bales,Truck,60,71.67,FOB,Cash
2016-11-01,"Nebraska, NE",GRASS,,PREMIUM,Small Square Bales,Truck,130,150,FOB,Cash
2016-11-01,"Nebraska, NE",GRASS,,PREMIUM,Large Round Bales,Truck,80,82.5,FOB,Cash
2016-11-01,"Western Nebraska, NE",ALFALFA,,FAIR,Ton,Truck,100,100,FOB,Cash
2016-11-01,"Western Nebraska, NE",ALFALFA,,GOOD,Ton,Truck,100,100,FOB,Cash
2016-11-01,"Western Nebraska, NE",ALFALFA,,PREMIUM,Ton,Truck,130,130,FOB,Cash
2016-11-01,"Western Nebraska, NE",ALFALFA,,SUPREME,Ton,Truck,133.33,133.33,FOB,Cash
2016-11-01,"Western Nebraska, NE",GRASS,,PREMIUM,Ton,Truck,130,140,FOB,Cash
2016-11-01,"Southwestern South Dakota, SD",ALFALFA,,GOOD,Ton,Truck,117.5,117.5,FOB,Cash
2016-11-01,"Southwestern South Dakota, SD",ALFALFA,,PREMIUM,Ton,Truck,123.33,140,FOB,Cash
2016-11-01,"Southwestern South Dakota, SD",ALFALFA,,UTILITY,Ton,Truck,50,50,FOB,Cash
2016-11-01,"North, Central and East Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,180,195,Delivered,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,180,195,Delivered,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,FAIR,Small Square,Truck,5,6,FOB,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,FAIR,Small Square Bales,Truck,165,198,FOB,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Round Bales,Truck,80,140,FOB,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,GOOD,Small Square Bales,Truck,231,297,FOB,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Round,Truck,40,70,FOB,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,GOOD,Small Square,Truck,7,9,FOB,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Small Square Bales,Truck,231,297,FOB,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Large Round Bales,Truck,80,140,FOB,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Small Square,Truck,7,9,FOB,30 Day Delivery
2016-11-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Large Round,Truck,40,70,FOB,30 Day Delivery
2016-11-01,"Panhandle, TX",ALFALFA,,FAIR,Large Square Bales,Truck,112.5,120,Delivered,30 Day Delivery
2016-11-01,"Panhandle, TX",ALFALFA,,GOOD,Small Square Bales,Truck,209.5,209.5,Delivered,30 Day Delivery
2016-11-01,"Panhandle, TX",ALFALFA,,GOOD,Small Square,Truck,6.35,6.35,Delivered,30 Day Delivery
2016-11-01,"Panhandle, TX",ALFALFA,,GOOD,Large Square Bales,Truck,120,135,Delivered,30 Day Delivery
