month,location,class,variety,grade description,units,transmode,bid_low,bid_high,pricing point,delivery period
2011-07-01,"Northeast Colorado, CO",ALFALFA,,PREMIUM,Small Square,Truck,190,215,FOB,30 Day Delivery
2011-07-01,"Northeast Colorado, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,180,190,FOB,30 Day Delivery
2011-07-01,"Northeast Colorado, CO",ALFALFA,,SUPREME,Large Square Bales,Truck,190,210,FOB,30 Day Delivery
2011-07-01,"Northeast Colorado, CO",ALFALFA,,UTILITY,Large Square Bales,Truck,140,160,FOB,30 Day Delivery
2011-07-01,"Northeast Colorado, CO",GRASS,,GOOD,Small Square,Truck,165,200,FOB,30 Day Delivery
2011-07-01,"Northeast Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,215,250,FOB,30 Day Delivery
2011-07-01,"Northeast Colorado, CO",GRASS,,PREMIUM,Large Square Bales,Truck,180,190,FOB,30 Day Delivery
2011-07-01,"San Luis Valley, CO",ALFALFA,,FAIR,Large Square Bales,Truck,175,200,FOB,30 Day Delivery
2011-07-01,"San Luis Valley, CO",ALFALFA,,GOOD,Large Square Bales,Truck,193.75,215,FOB,30 Day Delivery
2011-07-01,"San Luis Valley, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,215,237.5,FOB,30 Day Delivery
2011-07-01,"San Luis Valley, CO",ALFALFA,,SUPREME,Large Square Bales,Truck,215,237.5,FOB,30 Day Delivery
2011-07-01,"San Luis Valley, CO",GRASS,,GOOD,Large Square Bales,Truck,130,150,FOB,30 Day Delivery
2011-07-01,"San Luis Valley, CO",GRASS,,PREMIUM,Large Square Bales,Truck,123.33,143.33,FOB,30 Day Delivery
2011-07-01,"South Western Colorado, CO",ALFALFA,,GOOD,Large Square Bales,Truck,190,210,FOB,30 Day Delivery
2011-07-01,"South Western Colorado, CO",ALFALFA,,PREMIUM,Small Square,Truck,230,230,FOB,30 Day Delivery
2011-07-01,"South Western Colorado, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,210,230,FOB,30 Day Delivery
2011-07-01,"South Western Colorado, CO",ALFALFA,,SUPREME,Large Square Bales,Truck,210,230,FOB,30 Day Delivery
2011-07-01,"South Western Colorado, CO",GRASS,,GOOD,Small Square,Truck,200,230,FOB,30 Day Delivery
2011-07-01,"South Western Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,230,260,FOB,30 Day Delivery
2011-07-01,"South Western Colorado, CO",GRASS,,PREMIUM,Large Square Bales,Truck,170,190,FOB,30 Day Delivery
2011-07-01,"Southeast Colorado, CO",ALFALFA,,FAIR,Large Square Bales,Truck,167.5,185,FOB,30 Day Delivery
2011-07-01,"Southeast Colorado, CO",ALFALFA,,GOOD,Large Square Bales,Truck,192.5,212.5,FOB,30 Day Delivery
2011-07-01,"Southeast Colorado, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,215,235,FOB,30 Day Delivery
2011-07-01,"Southeast Colorado, CO",ALFALFA,,SUPREME,Large Square Bales,Truck,215,235,FOB,30 Day Delivery
2011-07-01,"Southeast Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,230,250,FOB,30 Day Delivery
2011-07-01,"Western Slope Area, CO",ALFALFA,,FAIR,Large Square Bales,Truck,160,180,FOB,30 Day Delivery
2011-07-01,"Western Slope Area, CO",ALFALFA,,GOOD,Large Square Bales,Truck,160,180,FOB,30 Day Delivery
2011-07-01,"Western Slope Area, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,180,200,FOB,30 Day Delivery
2011-07-01,"Western Slope Area, CO",GRASS,,GOOD,Small Square,Truck,157.5,170,FOB,30 Day Delivery
2011-07-01,"Western Slope Area, CO",GRASS,,PREMIUM,Small Square,Truck,160,180,FOB,30 Day Delivery
2011-07-01,"Iowa, IA",ALFALFA,,GOOD,Large Square Bales,Truck,158,167,FOB,Cash
2011-07-01,"Iowa, IA",ALFALFA,,GOOD,Small Square Bales,Truck,230,230,FOB,Cash
2011-07-01,"Iowa, IA",ALFALFA,,PREMIUM,Small Square Bales,Truck,230,230,FOB,Cash
2011-07-01,"Central Illinois, IL",ALFALFA,,FAIR,Ton,Truck,55,120,,
2011-07-01,"Central Illinois, IL",ALFALFA,,GOOD,Ton,Truck,100,180,,
2011-07-01,"Central Illinois, IL",ALFALFA,,PREMIUM,Ton,Truck,160,200,,
2011-07-01,"Central Illinois, IL",ALFALFA,,SUPREME,Ton,Truck,225,235,,
2011-07-01,"Central Illinois, IL",GRASS,,FAIR,Ton,Truck,50,100,,
2011-07-01,"Central Illinois, IL",GRASS,,GOOD,Ton,Truck,60,140,,
2011-07-01,"Central Illinois, IL",GRASS,,PREMIUM,Ton,Truck,100,160,,
2011-07-01,"Northern Illinois, IL",ALFALFA,,FAIR,Ton,Truck,95,130,,
2011-07-01,"Northern Illinois, IL",ALFALFA,,GOOD,Ton,Truck,145,180,,
2011-07-01,"Northern Illinois, IL",ALFALFA,,PREMIUM,Ton,Truck,160,200,,
2011-07-01,"Northern Illinois, IL",ALFALFA,,SUPREME,Ton,Truck,200,210,,
2011-07-01,"Northern Illinois, IL",GRASS,,FAIR,Ton,Truck,60,110,,
2011-07-01,"Northern Illinois, IL",GRASS,,GOOD,Ton,Truck,55,140,,
2011-07-01,"Northern Illinois, IL",GRASS,,PREMIUM,Ton,Truck,140,160,,
2011-07-01,"W.S. West, IL",ALFALFA,,FAIR,Ton,Truck,75,130,,
2011-07-01,"W.S. West, IL",ALFALFA,,GOOD,Ton,Truck,90,200,,
2011-07-01,"W.S. West, IL",ALFALFA,,PREMIUM,Ton,Truck,160,220,,
2011-07-01,"W.S. West, IL",GRASS,,FAIR,Ton,Truck,45,100,,
2011-07-01,"W.S. West, IL",GRASS,,GOOD,Ton,Truck,80,140,,
2011-07-01,"W.S. West, IL",GRASS,,PREMIUM,Ton,Truck,100,170,,
2011-07-01,"Kansas, KS",ALFALFA,,GOOD,Ton,,178.75,198.75,FOB,
2011-07-01,"Kansas, KS",ALFALFA,,PREMIUM,Ton,,175,215,FOB,
2011-07-01,"Kansas, KS",ALFALFA,,SUPREME,Ton,,185,256.25,FOB,
2011-07-01,"Kansas, KS",GRASS,,GOOD,Ton,,88.75,110,FOB,
2011-07-01,"Montana, MT",ALFALFA,,GOOD,Ton,Truck,45,60,,
2011-07-01,"Montana, MT",ALFALFA,,PREMIUM,Ton,Truck,65,75,,
2011-07-01,"Montana, MT",ALFALFA,,SUPREME,Ton,Truck,100,105,,
2011-07-01,"Montana, MT",GRASS,,GOOD,Ton,Truck,50,65,,
2011-07-01,"Montana Hay, MT",ALFALFA,,GOOD,Ton,Truck,45,60,,
2011-07-01,"Montana Hay, MT",ALFALFA,,PREMIUM,Ton,Truck,65,75,,
2011-07-01,"Montana Hay, MT",ALFALFA,,SUPREME,Ton,Truck,100,105,,
2011-07-01,"Montana Hay, MT",GRASS,,GOOD,Ton,Truck,50,65,,
2011-07-01,"Nebraska, NE",ALFALFA,,GOOD,Large Round Bales,Truck,70,75,FOB,Cash
2011-07-01,"Nebraska, NE",ALFALFA,,GOOD,Large Square Bales,Truck,140,150,FOB,Cash
2011-07-01,"Nebraska, NE",ALFALFA,,PREMIUM,Large Square Bales,Truck,181,181,FOB,Cash
2011-07-01,"Nebraska, NE",GRASS,,FAIR,Large Round Bales,Truck,55,65,FOB,Cash
2011-07-01,"Nebraska, NE",GRASS,,GOOD,Large Round Bales,Truck,70,75,FOB,Cash
2011-07-01,"Nebraska, NE",GRASS,,GOOD,Small Square Bales,Truck,150,150,FOB,Cash
2011-07-01,"Western Nebraska, NE",ALFALFA,,FAIR,Ton,Truck,130,152,FOB,Cash
2011-07-01,"Western Nebraska, NE",ALFALFA,,GOOD,Ton,Truck,169,175,FOB,Cash
2011-07-01,"Western Nebraska, NE",ALFALFA,,PREMIUM,Ton,Truck,200,205,FOB,Cash
2011-07-01,"Western Nebraska, NE",ALFALFA,,SUPREME,Ton,Truck,200,205,FOB,Cash
2011-07-01,"East River-So. Dakota, SD",ALFALFA,,FAIR,Ton,Truck,105,125,FOB,30 Day Delivery
2011-07-01,"East River-So. Dakota, SD",ALFALFA,,GOOD,Ton,Truck,121.67,141.67,FOB,30 Day Delivery
2011-07-01,"East River-So. Dakota, SD",ALFALFA,,PREMIUM,Ton,Truck,151.67,160,FOB,30 Day Delivery
2011-07-01,"East River-So. Dakota, SD",ALFALFA,,SUPREME,Ton,Truck,181.67,186.67,FOB,30 Day Delivery
2011-07-01,"East River-So. Dakota, SD",ALFALFA,,UTILITY,Ton,Truck,80,100,FOB,30 Day Delivery
2011-07-01,"East River-So. Dakota, SD",GRASS,,FAIR,Ton,Truck,80,80,FOB,30 Day Delivery
2011-07-01,"East River-So. Dakota, SD",GRASS,,GOOD,Ton,Truck,127.5,127.5,FOB,30 Day Delivery
2011-07-01,"Southwestern South Dakota, SD",ALFALFA,,FAIR,Ton,Truck,70,70,FOB,Cash
2011-07-01,"Southwestern South Dakota, SD",ALFALFA,,GOOD,Ton,Truck,90,90,FOB,Cash
2011-07-01,"Southwestern South Dakota, SD",ALFALFA,,PREMIUM,Ton,Truck,100,110,FOB,Cash
2011-07-01,"Southwestern South Dakota, SD",GRASS,,FAIR,Ton,Truck,70,70,FOB,Cash
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,FAIR,Large Square Bales,Truck,172,208,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,GOOD,Small Square Bales,Truck,225,265,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,GOOD,Small Square,Truck,7,8,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,GOOD,Large Square Bales,Truck,208,237,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,GOOD,Small Square Bales,Truck,248,279,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,230,265,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,PREMIUM,Small Square,Truck,9,11,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,237,276,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,279,300,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,SUPREME,Small Square,Truck,9,11,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,237,276,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,279,300,Delivered,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,FAIR,Large Round,Truck,42,56,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,FAIR,Small Square,Truck,4,5,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,FAIR,Large Round Bales,Truck,100,118,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,FAIR,Large Square Bales,Truck,130,160,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,FAIR,Small Square Bales,Truck,162,202,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Round,Truck,56,66,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,GOOD,Small Square,Truck,5,6.6,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Round Bales,Truck,110,146,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Square Bales,Truck,130,160,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,GOOD,Small Square Bales,Truck,206,235,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Large Round,Truck,70,82,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Small Square,Truck,6.6,8,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Large Round Bales,Truck,126,152,FOB,30 Day Delivery
2011-07-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Small Square Bales,Truck,214,265,FOB,30 Day Delivery
2011-07-01,"Panhandle, TX",ALFALFA,,FAIR,Large Square Bales,Truck,180,224,Delivered,30 Day Delivery
2011-07-01,"Panhandle, TX",ALFALFA,,GOOD,Large Round Bales,Truck,275,300,Delivered,30 Day Delivery
